messageId,sourceName,sourceHost,sourceCategory,messageTime,receiptTime,sourceId,collectorId,count,format,view,encoding,message
"-9223372036261114746","syslog","foo.bar.com","/xapi/DEV/xavi/statsd","1467400989627","1467400984470","114107459","102507502","4590733","plain:atp:o:-1:l:0:p:null","","UTF8","XIWS.foo.bar.com.runtime.num_goroutines:17.000000|g
XIWS.foo.bar.com.runtime.alloc_bytes:1456584.000000|g
XIWS.foo.bar.com.runtime.sys_bytes:11684088.000000|g
XIWS.foo.bar.com.runtime.malloc_count:254213264.000000|g
XIWS.foo.bar.com.runtime.free_count:254201984.000000|g
XIWS.foo.bar.com.runtime.heap_objects:11275.000000|g
XIWS.foo.bar.com.runtime.total_gc_pause_ns:21455822848.000000|g
XIWS.foo.bar.com.runtime.total_gc_runs:33349.000000|g
"
"-9223372036261114745","syslog","foo.bar.com","/xapi/DEV/xavi/statsd","1467400989627","1467400985470","114107459","102507502","4590734","plain:atp:o:-1:l:0:p:null","","UTF8","XIWS.foo.bar.com.runtime.num_goroutines:17.000000|g
XIWS.foo.bar.com.runtime.alloc_bytes:1459144.000000|g
XIWS.foo.bar.com.runtime.sys_bytes:11684088.000000|g
XIWS.foo.bar.com.runtime.malloc_count:254213312.000000|g
XIWS.foo.bar.com.runtime.free_count:254201984.000000|g
XIWS.foo.bar.com.runtime.heap_objects:11327.000000|g
XIWS.foo.bar.com.runtime.total_gc_pause_ns:21455822848.000000|g
XIWS.foo.bar.com.runtime.total_gc_runs:33349.000000|g
"
"-9223372036261114744","syslog","foo.bar.com","/xapi/DEV/xavi/statsd","1467400989627","1467400986471","114107459","102507502","4590735","plain:atp:o:-1:l:0:p:null","","UTF8","XIWS.foo.bar.com.runtime.num_goroutines:17.000000|g
XIWS.foo.bar.com.runtime.alloc_bytes:1461688.000000|g
XIWS.foo.bar.com.runtime.sys_bytes:11684088.000000|g
XIWS.foo.bar.com.runtime.malloc_count:254213376.000000|g
XIWS.foo.bar.com.runtime.free_count:254202000.000000|g
XIWS.foo.bar.com.runtime.heap_objects:11378.000000|g
XIWS.foo.bar.com.runtime.total_gc_pause_ns:21455822848.000000|g
XIWS.foo.bar.com.runtime.total_gc_runs:33349.000000|g
"
"-9223372036261114743","syslog","foo.bar.com","/xapi/DEV/xavi/statsd","1467400989627","1467400987472","114107459","102507502","4590736","plain:atp:o:-1:l:0:p:null","","UTF8","XIWS.foo.bar.com.runtime.num_goroutines:17.000000|g
XIWS.foo.bar.com.runtime.alloc_bytes:1464232.000000|g
XIWS.foo.bar.com.runtime.sys_bytes:11684088.000000|g
XIWS.foo.bar.com.runtime.malloc_count:254213424.000000|g
XIWS.foo.bar.com.runtime.free_count:254202000.000000|g
XIWS.foo.bar.com.runtime.heap_objects:11429.000000|g
XIWS.foo.bar.com.runtime.total_gc_pause_ns:21455822848.000000|g
XIWS.foo.bar.com.runtime.total_gc_runs:33349.000000|g
"
"-9223372036261114742","syslog","foo.bar.com","/xapi/DEV/xavi/statsd","1467400989627","1467400988472","114107459","102507502","4590737","plain:atp:o:-1:l:0:p:null","","UTF8","XIWS.foo.bar.com.runtime.num_goroutines:19.000000|g
XIWS.foo.bar.com.runtime.alloc_bytes:1511736.000000|g
XIWS.foo.bar.com.runtime.sys_bytes:11684088.000000|g
XIWS.foo.bar.com.runtime.malloc_count:254213584.000000|g
XIWS.foo.bar.com.runtime.free_count:254202016.000000|g
XIWS.foo.bar.com.runtime.heap_objects:11582.000000|g
XIWS.foo.bar.com.runtime.total_gc_pause_ns:21455822848.000000|g
XIWS.foo.bar.com.runtime.total_gc_runs:33349.000000|g
"
"-9223372036261114741","syslog","foo.bar.com","/xapi/DEV/xavi/statsd","1467400989627","1467400989473","114107459","102507502","4590738","plain:atp:o:-1:l:0:p:null","","UTF8","XIWS.foo.bar.com.runtime.num_goroutines:19.000000|g
XIWS.foo.bar.com.runtime.alloc_bytes:1514280.000000|g
XIWS.foo.bar.com.runtime.sys_bytes:11684088.000000|g
XIWS.foo.bar.com.runtime.malloc_count:254213648.000000|g
XIWS.foo.bar.com.runtime.free_count:254202016.000000|g
XIWS.foo.bar.com.runtime.heap_objects:11633.000000|g
XIWS.foo.bar.com.runtime.total_gc_pause_ns:21455822848.000000|g
XIWS.foo.bar.com.runtime.total_gc_runs:33349.000000|g
"
"-9223372036261114740","/mnt/thing1.core/logs/out.log","ip-10-153-132-57","/thing1/Prod","1467400972740","1467400974951","119559094","104384660","124657","plain:atp:o:0:l:24:p:yyyy-MM-dd'T'HH:mm:ss.SSS'Z'","","UTF8","2016-07-01T19:22:52.740Z - info: worker 29625 clean shutdown."
"-9223372036261114739","/mnt/thing1.core/logs/out.log","ip-10-153-132-57","/thing1/Prod","1467400972744","1467400974951","119559094","104384660","124658","plain:atp:o:0:l:24:p:yyyy-MM-dd'T'HH:mm:ss.SSS'Z'","","UTF8","2016-07-01T19:22:52.744Z - info: worker 29625 died."
"-9223372036261114738","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400975685","120375400","104540245","617969","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:913808.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005385.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994462.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:10923.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114737","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400976685","120375400","104540245","617970","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:916240.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005442.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994467.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:10975.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114736","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400977686","120375400","104540245","617971","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:918672.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005499.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994472.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11027.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114735","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400978686","120375400","104540245","617972","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:921088.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005556.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994478.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11078.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114734","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400979686","120375400","104540245","617973","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:923504.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005613.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994484.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11129.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114733","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400980687","120375400","104540245","617974","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:925920.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005670.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994490.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11180.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114732","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400981687","120375400","104540245","617975","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:928336.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005727.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994496.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11231.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114731","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400982688","120375400","104540245","617976","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:930768.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005784.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994501.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11283.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114730","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400983689","120375400","104540245","617977","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:933200.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005841.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994506.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11335.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114729","/mnt/thing1.core/logs/out.log","ip-10-153-132-57","/thing1/Prod","1467400973787","1467400983941","119559094","104384660","124659","plain:atp:o:0:l:24:p:yyyy-MM-dd'T'HH:mm:ss.SSS'Z'","","UTF8","2016-07-01T19:22:53.787Z - info: worker 29658 born."
"-9223372036261114728","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400984688","120375400","104540245","617978","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:935632.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005898.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994511.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11387.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114727","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400985688","120375400","104540245","617979","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:938064.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16005955.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994516.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11439.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114726","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400986693","120375400","104540245","617980","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:940496.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16006012.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994521.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11491.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114725","/banana/log/xtrac-api/gridgain.log","banana","/xapi/FI/UAT","1467400974417","1467400986693","120375399","104540245","4723","plain:atp:o:1:l:12:p:HH:mm:ss,SSS","","UTF8","[15:22:54,417][INFO][grid-timeout-worker-#33%null%][IgniteKernal] 
Metrics for local node (to disable set 'metricsLogFrequency' to 0)
    ^-- Node [id=3d01aa0c, name=null]
    ^-- H/N/C [hosts=2, nodes=4, CPUs=8]
    ^-- CPU [cur=0.17%, avg=0.15%, GC=0%]
    ^-- Heap [used=324MB, free=68.27%, comm=1024MB]
    ^-- Public thread pool [active=0, idle=16, qSize=0]
    ^-- System thread pool [active=0, idle=16, qSize=0]
    ^-- Outbound messages queue [size=0]"
"-9223372036261114724","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400987694","120375400","104540245","617981","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:942928.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16006069.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994526.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11543.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114723","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400988692","120375400","104540245","617982","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:945344.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16006126.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994532.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11594.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114722","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400989697","120375400","104540245","617983","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:947776.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16006183.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994537.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11646.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114721","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400989697","120375400","104540245","617984","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:950208.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16006240.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994542.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11698.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114720","syslog","localhost.localdomain","/xapi/FI/UAT/statsd","1467400990861","1467400990692","120375400","104540245","617985","plain:atp:o:-1:l:0:p:null","","UTF8","xtrac-api-login.tangerine.runtime.num_goroutines:15.000000|g
xtrac-api-login.tangerine.runtime.alloc_bytes:952624.000000|g
xtrac-api-login.tangerine.runtime.sys_bytes:8231160.000000|g
xtrac-api-login.tangerine.runtime.malloc_count:16006297.000000|g
xtrac-api-login.tangerine.runtime.free_count:15994548.000000|g
xtrac-api-login.tangerine.runtime.heap_objects:11749.000000|g
xtrac-api-login.tangerine.runtime.total_gc_pause_ns:806278016.000000|g
xtrac-api-login.tangerine.runtime.total_gc_runs:2317.000000|g
"
"-9223372036261114719","/crow/log/apache2/access_log","crow","/xtrac/SCALE/NONPROD","1467400971000","1467400977909","115067139","103363207","7014","plain:atp:o:17:l:26:p:dd/MMM/yyyy:HH:mm:ss ZZZZ","","UTF8","nn.nn.40.9 - - [01/Jul/2016:15:22:51 -0400] ""GET /x-tree/F5Monitor.html HTTP/1.1"" 200 174"
"-9223372036261114718","/crow/log/apache2/access_log","crow","/xtrac/SCALE/NONPROD","1467400975000","1467400977909","115067139","103363207","7015","plain:atp:o:17:l:26:p:dd/MMM/yyyy:HH:mm:ss ZZZZ","","UTF8","nn.nn.40.8 - - [01/Jul/2016:15:22:55 -0400] ""GET /x-tree/F5Monitor.html HTTP/1.1"" 200 174"
"-9223372036261114717","/crow/log/apache2/access_log","crow","/xtrac/SCALE/NONPROD","1467400975000","1467400977909","115067139","103363207","7016","plain:atp:o:17:l:26:p:dd/MMM/yyyy:HH:mm:ss ZZZZ","","UTF8","nn.nn.40.8 - - [01/Jul/2016:15:22:55 -0400] ""GET /x-tree/F5Monitor.html HTTP/1.1"" 200 174"
"-9223372036261114716","/crow/log/apache2/access_log","crow","/xtrac/SCALE/NONPROD","1467400976000","1467400979914","115067139","103363207","7017","plain:atp:o:17:l:26:p:dd/MMM/yyyy:HH:mm:ss ZZZZ","","UTF8","nn.nn.40.9 - - [01/Jul/2016:15:22:56 -0400] ""GET /x-tree/F5Monitor.html HTTP/1.1"" 200 174"
"-9223372036261114715","/crow/log/apache2/access_log","crow","/xtrac/SCALE/NONPROD","1467400978000","1467400983910","115067139","103363207","7018","plain:atp:o:17:l:26:p:dd/MMM/yyyy:HH:mm:ss ZZZZ","","UTF8","nn.nn.40.9 - - [01/Jul/2016:15:22:58 -0400] ""GET /x-tree/F5Monitor.html HTTP/1.1"" 200 174"
"-9223372036261114714","/crow/log/apache2/access_log","crow","/xtrac/SCALE/NONPROD","1467400982000","1467400983910","115067139","103363207","7019","plain:atp:o:17:l:26:p:dd/MMM/yyyy:HH:mm:ss ZZZZ","","UTF8","nn.nn.40.8 - - [01/Jul/2016:15:23:02 -0400] ""GET /x-tree/F5Monitor.html HTTP/1.1"" 200 174"
"-9223372036261114713","/crow/log/apache2/access_log","crow","/xtrac/SCALE/NONPROD","1467400982000","1467400983910","115067139","103363207","7020","plain:atp:o:17:l:26:p:dd/MMM/yyyy:HH:mm:ss ZZZZ","","UTF8","nn.nn.40.8 - - [01/Jul/2016:15:23:02 -0400] ""GET /x-tree/F5Monitor.html HTTP/1.1"" 200 174"
